site,zone,transect,name,family,genus,species,length.mm,weight.g
SRP,25,5,Pomacentridae_Stegastes_partitus,Pomacentridae,Stegastes,partitus,50.06,2.916530566
SRP,25,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,103.222,19.59671008
SRP,25,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,114.022,26.54959901
SRP,25,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,114.047,26.56736626
SRP,25,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
SRP,25,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
SRP,25,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
SRP,25,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
SRP,25,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
SRP,25,5,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,149.135,60.23309382
SRP,25,5,Scaridae_Sparisoma_viride,Scaridae,Sparisoma,viride,316.234,601.8177831
SRP,25,5,Scaridae_Sparisoma_viride,Scaridae,Sparisoma,viride,341.739,754.8519346
SRP,25,5,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,53.46,4.408834919
SRP,40,2,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
SRP,40,2,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,112.2,17.27035496
SRP,40,2,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,121.698,22.10979111
SRP,40,2,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,172.891,64.29112614
SRP,40,2,Mullidae_Pseudupeneus_maculatus,Mullidae,Pseudupeneus,maculatus,62.741,3.006877654
SRP,40,2,Pomacentridae_Stegastes_partitus,Pomacentridae,Stegastes,partitus,56.958,4.38106706
SRP,40,2,Pomacentridae_Stegastes_partitus,Pomacentridae,Stegastes,partitus,61.5759,5.601368303
SRP,40,2,Pomacentridae_Stegastes_partitus,Pomacentridae,Stegastes,partitus,75.988,10.86875183
SRP,40,2,Tetraodontidae_Canthigaster_rostrata,Tetraodontidae,Canthigaster,rostrata,46.939,2.992513858
SRP,40,3,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,29.592,0.300395143
SRP,40,3,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
SRP,40,3,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,163.645,79.96156756
SRP,40,3,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,238.937,253.798413
SRP,40,3,Serranidae_Hypoplectrus_indigo,Serranidae,Hypoplectrus,indigo,117.934,16.29390415
SRP,40,3,Serranidae_Mycteroperca_bonaci,Serranidae,Mycteroperca,bonaci,259.65,239.687277
SRP,40,3,Sparidae_Calamus_calamus,Sparidae,Calamus,calamus,246.2488182,332.2613501
SRP,40,5,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,231.77,217.1668816
TMA,5,1,Balistidae_Canthidermis_sufflamen,Balistidae,Canthidermis,sufflamen,284.63,573.5169952
TMA,5,1,Chaetodontidae_Chaetodon_striatus,Chaetodontidae,Chaetodon,striatus,107.642,38.6167478
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,244.227,326.2616085
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,261.611463,403.1943535
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,261.611463,403.1943535
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,261.611463,403.1943535
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,261.611463,403.1943535
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,261.611463,403.1943535
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,261.611463,403.1943535
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,261.611463,403.1943535
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,261.611463,403.1943535
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,261.611463,403.1943535
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,285.977,530.3868201
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,304.271,641.9608126
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,313.825,706.0739295
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,318.363,737.9856179
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,334.89,862.4284185
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,360.636,1083.340396
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,402.614,1520.554835
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,412.539,1638.951185
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,483.13,2665.522313
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,486.788,2728.152786
TMA,5,1,Kyphosidae_Kyphosus_sectatrix,Kyphosidae,Kyphosus,sectatrix,797.33,12465.01982
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,30.772,0.338311203
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,33.678,0.445098067
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,35.44,0.519737277
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,44.693,1.052085612
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,44.991,1.073556593
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,48.536,1.351940206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,48.644,1.361106128
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,49.357,1.422666788
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.05744218,2.210611206
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,57.846,2.304803538
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,58.113,2.337296443
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,59.501,2.511173638
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,61.952,2.839037872
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,62.522,2.919193475
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,62.523,2.919335417
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,67.908,3.752862358
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,68.985,3.936743974
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,69.141,3.963869743
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,69.458,4.019376523
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,74.327,4.938654619
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,74.942,5.063931556
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,81.017,6.417922932
TMA,5,1,Labridae_Thalassoma_bifasciatum,Labridae,Thalassoma,bifasciatum,87.055,7.985385505
TMA,5,1,Lutjanidae_Lutjanus_apodus,Lutjanidae,Lutjanus,apodus,263.227,329.2651471
TMA,5,1,Lutjanidae_Lutjanus_mahogoni,Lutjanidae,Lutjanus,mahogoni,231.28,219.0459384
TMA,5,1,Lutjanidae_Lutjanus_mahogoni,Lutjanidae,Lutjanus,mahogoni,250.2717255,271.4722361
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,72.151,11.28816466
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,78.115,14.48763376
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,97.697,29.25719427
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,99.649,31.13349307
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,117.663,52.47790355
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,118.001,52.95301444
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,118.622,53.83355346
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,119.584,55.21723588
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,124.185,62.17146487
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,126.933,66.59736958
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,127.598,67.69978477
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,127.931,68.25646682
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,129.301,70.57956473
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,129.906,71.62239448
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,132.074,75.4455991
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,132.274,75.80514715
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,132.65,76.48425667
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,133.805,78.5962738
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,134.821,80.48668874
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,135.603,81.96264983
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,136.233,83.1650605
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,138.277,87.14895744
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,142.986,96.81844156
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,144.881,100.9075788
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,146.907,105.4079485
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,148.838,109.8228468
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,151.59,116.3302696
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,152.537,118.628964
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,154.458,123.3866452
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,168.772,163.0060428
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,274.64,752.6996025
TMA,5,1,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,866.288,27807.42657
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,42.164,2.840956762
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,42.468,2.902850274
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,50.575,4.902830558
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,57.673,7.270375445
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,58.172,7.460727817
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,71.778,14.01565083
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,77.485,17.63161614
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,81.532,20.54109057
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,89.343,27.02842903
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,98.612,36.34364746
TMA,5,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,108.153,47.9462805
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,78.447,18.29650882
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,86.235,24.30468031
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,88.27578295,26.07137548
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,88.27578295,26.07137548
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,88.27578295,26.07137548
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,88.27578295,26.07137548
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,88.27578295,26.07137548
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,88.27578295,26.07137548
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,88.27578295,26.07137548
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,88.27578295,26.07137548
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,88.27578295,26.07137548
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,88.27578295,26.07137548
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,88.27578295,26.07137548
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,88.27578295,26.07137548
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,89.626,27.28608659
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,105.562,44.58225582
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,106.028,45.17528678
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,108.034,47.78818969
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,108.096,47.8705129
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,108.662,48.62641954
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,109.265,49.4404506
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,112.456,53.89979401
TMA,5,1,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,116.919,60.57514838
